FIRM,class,Start,End,Length,Night,Gap,WS,idx,Base,StartAdj,LenAdj,Comp,Trans,Press,p1s,p1l,p2s,p2l,MalAdj,NFZ,AFZ,MFZ
2,0,1120,1564,444,0,999,0,4,5.00,0.00,0.00,0.00,-1.00,-2.33,2,435,1,572,0,0,0,0
5,0,1120,1525,405,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,2,444,2,435,0,0,0,0
4,1,1120,1470,350,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,405,2,444,0,0,0,0
5,0,1120,1504,384,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
-1,0,1120,1666,546,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,384,0,0,0,0,0,0
-2,0,1120,1775,655,1,894,0,3,2.00,0.00,0.00,0.00,-2.00,-2.00,-1,546,5,384,0,0,0,0
-3,0,1120,1684,564,1,785,0,4,2.00,0.00,0.00,0.00,-2.00,-3.00,-2,655,-1,546,0,0,0,0
-4,0,1120,1582,462,1,876,0,5,2.00,0.00,0.00,0.00,-2.00,-4.00,-3,564,-2,655,0,0,0,0
2,0,1120,1612,492,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-4,462,-3,564,0,0,0,0
1,0,1120,1630,510,1,948,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,492,-4,462,0,0,0,0
0,0,1120,1609,489,1,930,0,3,2.00,0.00,0.00,0.00,0.00,-2.00,1,510,2,492,0,0,0,0
-1,0,1120,1773,653,1,951,0,4,2.00,0.00,0.00,0.00,0.00,-3.00,0,489,1,510,0,0,0,0
0,0,1120,1545,425,0,787,0,5,5.00,0.00,0.00,0.00,-1.00,-3.67,-1,653,0,489,0,0,0,0
5,0,1120,1530,410,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,425,-1,653,0,0,0,0
0,0,1120,1731,611,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,5,410,0,425,0,0,0,0
-1,0,1120,1592,472,1,829,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,0,611,5,410,0,0,0,0
-2,0,1120,1583,463,1,968,0,3,2.00,0.00,0.00,0.00,-2.00,-2.00,-1,472,0,611,0,0,0,0
2,0,1120,1575,455,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-2,463,-1,472,0,0,0,0
3,1,1120,1470,350,0,985,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,2,455,-2,463,0,0,0,0
2,0,1120,1776,656,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
3,0,1120,1475,355,0,784,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,2,656,0,0,0,0,0,0
0,0,1000,1688,688,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,3,355,2,656,0,0,0,0
2,0,1120,1596,476,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,0,688,3,355,0,0,0,0
1,0,1120,1579,459,1,964,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,476,0,688,0,0,0,0
2,0,520,858,338,0,999,0,3,5.00,0.00,0.00,0.00,-1.00,-1.67,1,459,2,476,0,0,0,0
4,0,400,876,476,0,999,1,1,5.00,-1.25,0.00,0.00,0.00,0.00,2,338,1,459,0,0,0,0
3,0,400,952,552,0,964,0,2,5.00,-1.25,0.00,0.00,0.00,-0.67,4,476,2,338,0,0,0,0
-2,0,1120,1804,684,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-1.67,3,552,4,476,0,0,0,0
-3,0,1120,1746,626,1,756,0,4,2.00,0.00,0.00,0.00,-2.00,-2.67,-2,684,3,552,0,0,0,0
-4,0,786,1305,519,0,480,0,5,5.00,0.00,0.00,-3.00,-3.00,-3.33,-3,626,-2,684,0,0,0,0
4,0,400,945,545,0,999,1,1,5.00,-1.25,0.00,0.00,0.00,0.00,-4,519,-3,626,0,0,0,0
3,0,400,872,472,0,895,0,2,5.00,-1.25,0.00,0.00,0.00,-0.67,4,545,-4,519,0,0,0,0
-2,0,1120,1677,557,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-1.67,3,472,4,545,0,0,0,0
0,0,1120,1500,380,0,883,0,4,5.00,0.00,0.00,0.00,-3.00,-2.33,-2,557,3,472,0,0,0,0
-6,0,1120,1575,455,1,999,0,5,2.00,0.00,0.00,0.00,-5.00,-3.33,0,380,-2,557,0,0,0,0
-5,1,1120,1470,350,0,985,0,6,5.00,0.00,0.00,0.00,-6.00,-4.00,-6,455,0,380,0,0,0,0
5,0,1005,1560,555,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
0,0,930,1620,690,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,5,555,0,0,0,0,0,0
2,0,1005,1555,550,0,999,1,1,5.00,0.00,0.00,0.00,-3.00,0.00,0,690,5,555,0,0,0,0
-2,0,255,845,590,0,999,1,2,5.00,-3.75,0.00,0.00,-3.00,-0.67,2,550,0,690,0,0,0,0
5,0,870,1335,465,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-2,590,2,550,0,0,0,0
-1,0,1335,1825,490,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,465,-2,590,0,0,0,0
0,0,495,1270,775,0,999,0,3,5.00,0.00,-0.50,0.00,-3.00,-1.67,-1,490,5,465,0,0,0,0
-4,0,255,935,680,0,999,0,4,5.00,-3.75,0.00,0.00,-3.00,-2.33,0,775,-1,490,0,0,0,0
5,0,736,1305,569,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-4,680,0,775,0,0,0,0
-1,0,16,700,684,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,569,-4,680,0,0,0,0
2,0,1305,1998,693,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-1,684,5,569,0,0,0,0
1,1,1005,1775,770,1,999,1,1,2.00,0.00,-0.75,0.00,0.00,0.00,2,693,-1,684,0,0,0,0
1,0,1275,1755,480,1,940,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,1,770,2,693,0,0,0,0
5,0,1005,1550,545,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
0,0,930,1671,741,1,999,1,1,2.00,0.00,-0.25,0.00,-2.00,0.00,5,545,0,0,0,0,0,0
-1,0,1155,1783,628,1,924,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,0,741,5,545,0,0,0,0
0,0,615,1164,549,0,999,0,3,5.00,0.00,0.00,0.00,-3.00,-1.67,-1,628,0,741,0,0,0,0
5,0,600,1362,762,0,999,1,1,5.00,0.00,-0.38,0.00,0.00,0.00,0,549,-1,628,0,0,0,0
-1,0,75,760,685,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,762,0,549,0,0,0,0
-2,0,1035,1599,564,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-2.00,-1,685,5,762,0,0,0,0
-4,0,255,935,680,0,999,0,4,5.00,-3.75,0.00,0.00,-3.00,-2.67,-2,564,-1,685,0,0,0,0
5,0,736,1305,569,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-4,680,-2,564,0,0,0,0
-1,0,16,700,684,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,569,-4,680,0,0,0,0
2,0,1305,1998,693,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-1,684,5,569,0,0,0,0
1,1,1005,1775,770,1,999,1,1,2.00,0.00,-0.75,0.00,0.00,0.00,2,693,-1,684,0,0,0,0
1,0,1275,1755,480,1,940,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,1,770,2,693,0,0,0,0
2,0,945,1635,690,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
3,0,1030,1380,350,0,835,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,2,690,0,0,0,0,0,0
1,0,375,915,540,0,999,0,3,5.00,-1.75,0.00,0.00,-1.00,-1.33,3,350,2,690,0,0,0,0
-5,0,95,715,620,1,620,0,4,2.00,0.00,0.00,-1.75,-3.00,-2.33,1,540,3,350,0,0,0,0
4,0,995,1500,505,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,-5,620,1,540,0,0,0,0
3,0,855,1470,615,0,795,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,4,505,-5,620,0,0,0,0
1,0,1215,1935,720,1,999,1,1,2.00,0.00,0.00,0.00,-1.00,0.00,3,615,4,505,0,0,0,0
-1,0,1170,1875,705,1,675,0,2,2.00,0.00,0.00,-0.75,-1.00,-1.00,1,720,3,615,0,0,0,0
2,0,105,815,710,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-1,705,1,720,0,0,0,0
1,0,90,645,555,1,715,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,710,-1,705,0,0,0,0
0,2,1080,1905,825,1,999,1,1,2.00,0.00,-1.75,0.00,0.00,0.00,1,555,2,710,0,0,0,0
2,0,1065,1570,505,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
3,0,980,1410,430,0,850,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,2,505,0,0,0,0,0,0
1,0,75,790,715,1,999,1,1,2.00,0.00,0.00,0.00,-1.00,0.00,3,430,2,505,0,0,0,0
0,0,75,600,525,1,725,0,2,2.00,0.00,0.00,0.00,-1.00,-1.00,1,715,3,430,0,0,0,0
2,0,47,340,293,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,0,525,1,715,0,0,0,0
1,0,1245,1725,480,1,905,1,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,293,0,525,0,0,0,0
0,2,1080,1920,840,1,999,1,1,2.00,0.00,-2.00,0.00,0.00,0.00,1,480,2,293,0,0,0,0
1,0,301,1021,720,0,999,1,1,5.00,-4.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
1,0,311,982,671,0,730,0,2,5.00,-3.75,0.00,0.00,0.00,-0.67,1,720,0,0,0,0,0,0
5,0,781,1201,420,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,1,671,1,720,0,0,0,0
4,0,511,1052,541,0,750,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,420,1,671,0,0,0,0
4,0,931,1487,556,0,999,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,541,5,420,0,0,0,0
-2,0,1201,1822,621,1,999,0,4,2.00,0.00,0.00,0.00,-2.00,-2.33,4,556,4,541,0,0,0,0
-3,0,6,406,400,1,999,0,5,2.00,0.00,0.00,0.00,-2.00,-3.33,-2,621,4,556,0,0,0,0
-4,0,1396,1836,440,1,990,1,6,2.00,0.00,0.00,0.00,-2.00,-4.33,-3,400,-2,621,0,0,0,0
4,0,521,1001,480,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,-4,440,-3,400,0,0,0,0
5,0,751,1312,561,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,480,-4,440,0,0,0,0
-6,1,1246,2177,931,1,999,1,1,2.00,0.00,-6.00,0.00,-2.00,0.00,5,561,4,480,0,0,0,0
-3,0,241,927,686,0,944,0,2,5.00,-4.00,0.00,0.00,-3.00,-0.67,-6,931,5,561,0,0,0,0
-5,0,121,767,646,1,999,0,6,2.00,0.00,0.00,0.00,-2.00,-4.83,0,0,0,0,0,0,0,0
2,0,136,436,300,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-5,646,0,0,0,0,0,0
1,0,1321,1877,556,1,885,1,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,300,-5,646,0,0,0,0
1,0,421,821,400,0,999,0,3,5.00,-1.00,0.00,0.00,-1.00,-1.67,1,556,2,300,0,0,0,0
0,0,406,912,506,0,999,0,4,5.00,-1.25,0.00,0.00,-1.00,-2.33,1,400,1,556,0,0,0,0
5,0,571,1272,701,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,506,1,400,0,0,0,0
4,0,841,1457,616,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,701,0,506,0,0,0,0
4,0,751,1186,435,0,734,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,616,5,701,0,0,0,0
3,0,661,1126,465,0,915,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,435,4,616,0,0,0,0
2,0,601,1142,541,0,915,0,5,5.00,0.00,0.00,0.00,0.00,-2.67,3,465,4,435,0,0,0,0
1,0,646,1202,556,0,944,0,6,5.00,0.00,0.00,0.00,0.00,-3.67,2,541,3,465,0,0,0,0
0,0,826,1156,330,0,999,0,7,5.00,0.00,0.00,0.00,0.00,-4.67,1,556,2,541,0,0,0,0
-1,0,716,1121,405,0,999,0,8,5.00,0.00,0.00,0.00,0.00,-5.67,0,330,1,556,0,0,0,0
-2,0,766,1292,526,0,999,1,9,5.00,0.00,0.00,0.00,0.00,-7.00,-1,405,0,330,0,0,0,0
-9,0,856,1576,720,1,999,0,10,2.00,0.00,0.00,0.00,-2.00,-9.00,-2,526,-1,405,0,0,0,0
-8,0,1021,1432,411,0,885,1,11,5.00,0.00,0.00,0.00,-3.00,-10.33,-9,720,-2,526,0,0,0,0
-10,0,1066,1702,636,1,999,0,12,2.00,0.00,0.00,0.00,-5.00,-12.33,-8,411,-9,720,0,0,0,0
-10,1,1246,2172,926,1,984,0,13,2.00,0.00,-6.00,0.00,-5.00,-14.33,-10,636,-8,411,0,0,0,0
-10,0,241,947,706,0,949,0,14,5.00,-4.00,0.00,0.00,-6.00,-15.67,-10,926,-10,636,0,0,0,0
1,0,1321,1877,556,1,999,1,2,2.00,0.00,0.00,0.00,0.00,-1.00,0,0,0,0,0,0,0,0
1,0,421,821,400,0,999,0,3,5.00,-1.00,0.00,0.00,-1.00,-1.67,1,556,0,0,0,0,0,0
0,0,406,912,506,0,999,0,4,5.00,-1.25,0.00,0.00,-1.00,-2.33,1,400,1,556,0,0,0,0
1,0,766,1261,495,0,999,0,5,5.00,0.00,0.00,0.00,-1.00,-3.00,0,506,1,400,0,0,0,0
-5,0,331,932,601,0,510,0,6,5.00,-2.50,0.00,-2.50,-1.00,-4.00,1,495,0,506,0,0,0,0
-1,0,571,1272,701,0,999,0,7,5.00,0.00,0.00,0.00,-1.00,-5.33,-5,601,1,495,0,0,0,0
-3,0,841,1457,616,0,999,0,8,5.00,0.00,0.00,0.00,-1.00,-6.67,-1,701,-5,601,0,0,0,0
-4,0,751,1186,435,0,734,0,9,5.00,0.00,0.00,0.00,-1.00,-8.00,-3,616,-1,701,0,0,0,0
5,0,601,1142,541,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-4,435,-3,616,0,0,0,0
4,0,646,1202,556,0,944,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,541,-4,435,0,0,0,0
4,0,826,1156,330,0,999,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,556,5,541,0,0,0,0
3,0,716,1121,405,0,999,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,330,4,556,0,0,0,0
2,0,766,1292,526,0,999,1,5,5.00,0.00,0.00,0.00,0.00,-2.67,3,405,4,330,0,0,0,0
-4,0,856,1576,720,1,999,0,6,2.00,0.00,0.00,0.00,-2.00,-4.17,2,526,3,405,0,0,0,0
-3,0,1021,1432,411,0,885,1,7,5.00,0.00,0.00,0.00,-3.00,-5.17,-4,720,2,526,0,0,0,0
-10,0,1066,1702,636,1,999,0,8,2.00,0.00,0.00,0.00,-5.00,-7.17,-3,411,-4,720,0,0,0,0
-10,1,1246,2172,926,1,984,0,9,2.00,0.00,-6.00,0.00,-5.00,-9.17,-10,636,-3,411,0,0,0,0
-10,0,241,947,706,0,949,0,10,5.00,-4.00,0.00,0.00,-6.00,-10.50,-10,926,-10,636,0,0,0,0
0,0,370,1010,640,0,999,0,4,5.00,-1.75,0.00,0.00,-1.00,-2.00,0,0,0,0,0,0,0,0
0,0,510,1305,795,0,940,0,5,5.00,0.00,-0.62,0.00,-1.00,-3.00,0,640,0,0,0,0,0,0
5,0,815,1505,690,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,795,0,640,0,0,0,0
4,0,925,1200,275,0,860,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,690,0,795,0,0,0,0
2,0,325,675,350,0,999,1,1,5.00,-3.50,0.00,0.00,0.00,0.00,4,275,5,690,0,0,0,0
4,0,490,745,255,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,2,350,4,275,0,0,0,0
4,0,835,1120,285,0,999,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,255,2,350,0,0,0,0
3,0,615,960,345,0,935,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,285,4,255,0,0,0,0
5,0,565,1040,475,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,3,345,4,285,0,0,0,0
4,0,520,975,455,0,920,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,475,3,345,0,0,0,0
1,1,1060,1735,675,1,999,1,1,2.00,0.00,0.00,0.00,-1.00,0.00,4,455,5,475,0,0,0,0
-2,0,930,1605,675,1,635,0,2,2.00,0.00,0.00,-1.50,-1.00,-1.00,1,675,4,455,0,0,0,0
-2,0,835,1335,500,0,999,0,5,5.00,0.00,0.00,0.00,-4.00,-3.33,0,0,0,0,0,0,0,0
-3,0,835,1315,480,0,940,0,6,5.00,0.00,0.00,0.00,-4.00,-4.00,-2,500,0,0,0,0,0,0
1,0,1330,1575,245,1,999,1,1,2.00,0.00,0.00,0.00,-1.00,0.00,-3,480,-2,500,0,0,0,0
2,0,1060,1695,635,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,1,245,-3,480,0,0,0,0
2,0,810,1110,300,0,555,0,2,5.00,0.00,0.00,-1.75,-1.00,-0.67,2,635,1,245,0,0,0,0
1,0,1135,1670,535,1,999,1,1,2.00,0.00,0.00,0.00,-1.00,0.00,2,300,2,635,0,0,0,0
0,0,1405,1800,395,1,999,0,2,2.00,0.00,0.00,0.00,-1.00,-1.00,1,535,2,300,0,0,0,0
4,0,505,1200,695,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,0,395,1,535,0,0,0,0
3,0,550,1050,500,0,790,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,4,695,0,395,0,0,0,0
1,1,1060,1730,670,1,999,1,1,2.00,0.00,0.00,0.00,-1.00,0.00,3,500,4,695,0,0,0,0
-1,0,930,1605,675,1,640,0,2,2.00,0.00,0.00,-1.25,-1.00,-1.00,1,670,3,500,0,0,0,0
-6,0,1370,1800,430,1,999,0,4,2.00,0.00,0.00,0.00,-5.00,-2.67,0,0,0,0,0,0,0,0
3,0,440,1180,740,0,999,1,1,5.00,-0.75,-0.25,0.00,-1.00,0.00,-6,430,0,0,0,0,0,0
3,0,875,1555,680,0,999,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,3,740,-6,430,0,0,0,0
-2,0,1220,2050,830,1,999,1,1,2.00,0.00,-2.00,0.00,-2.00,0.00,3,680,3,740,0,0,0,0
-3,0,1370,2180,810,1,760,0,2,2.00,0.00,-1.50,0.00,-2.00,-1.00,-2,830,3,680,0,0,0,0
-2,0,1160,1715,555,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-2.00,-3,810,-2,830,0,0,0,0
-3,0,1085,1680,595,1,810,0,4,2.00,0.00,0.00,0.00,-2.00,-3.00,-2,555,-3,810,0,0,0,0
2,0,1325,1990,665,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-3,595,-2,555,0,0,0,0
0,0,290,970,680,0,999,0,2,5.00,-3.25,0.00,0.00,-1.00,-0.67,2,665,-3,595,0,0,0,0
-10,0,830,1790,960,1,999,0,3,2.00,0.00,-8.00,0.00,-3.00,-1.67,0,680,2,665,0,0,0,0
2,0,1085,1730,645,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-10,960,0,680,0,0,0,0
0,1,1295,2080,785,1,999,0,2,2.00,0.00,-1.25,0.00,0.00,-1.00,2,645,-10,960,0,0,0,0
2,0,655,940,285,0,999,0,3,5.00,0.00,0.00,0.00,-1.00,-1.67,0,785,2,645,0,0,0,0
-8,0,95,1025,930,1,999,0,3,2.00,0.00,-6.00,0.00,-2.00,-2.00,0,0,0,0,0,0,0,0
-6,0,1416,1850,434,1,999,0,4,2.00,0.00,-2.50,0.00,-2.00,-3.00,-8,930,0,0,0,0,0,0
-6,0,410,825,415,1,0,0,4,2.00,0.00,-2.50,0.00,-2.00,-3.00,-6,434,-8,930,0,0,0,0
-4,0,335,805,470,0,950,0,5,5.00,-2.50,0.00,0.00,-3.00,-3.67,-6,415,-6,434,0,0,0,0
-10,0,1295,1745,450,1,490,0,6,2.00,0.00,0.00,-4.00,-5.00,-4.67,-4,470,-6,415,0,0,0,0
-10,0,210,545,335,0,999,0,7,5.00,-4.50,0.00,0.00,-6.00,-5.67,-10,450,-4,470,0,0,0,0
-10,0,200,710,510,0,999,0,8,5.00,-4.75,0.00,0.00,-6.00,-6.67,-10,335,-10,450,0,0,0,0
-10,0,80,555,475,1,810,0,9,2.00,0.00,0.00,0.00,-8.00,-8.67,-10,510,-10,335,0,0,0,0
-10,0,1190,1715,525,1,635,0,10,2.00,0.00,0.00,-1.50,-8.00,-10.67,-10,475,-10,510,0,0,0,0
0,0,1220,2055,835,1,999,1,1,2.00,0.00,-2.00,0.00,0.00,0.00,-10,525,-10,475,0,0,0,0
0,0,1370,2165,795,1,755,0,2,2.00,0.00,-1.25,0.00,0.00,-1.00,0,835,-10,525,0,0,0,0
4,0,695,1455,760,0,999,1,1,5.00,0.00,-0.38,0.00,-1.00,0.00,0,795,0,835,0,0,0,0
-2,0,65,410,345,1,999,0,2,2.00,0.00,0.00,0.00,-3.00,-1.00,4,760,0,795,0,0,0,0
-1,0,1100,1555,455,0,690,0,3,5.00,0.00,0.00,0.00,-4.00,-1.67,-2,345,4,760,0,0,0,0
-4,0,600,1155,555,0,485,0,4,5.00,0.00,0.00,-3.00,-4.00,-2.33,-1,455,-2,345,0,0,0,0
-10,0,200,820,620,0,485,0,5,5.00,-4.75,0.00,-3.00,-4.00,-3.00,-4,555,-1,455,0,0,0,0
-10,0,20,740,720,1,640,0,6,2.00,0.00,0.00,-1.50,-6.00,-4.50,-10,620,-4,555,0,0,0,0
-10,0,245,495,250,0,945,0,7,5.00,-4.00,0.00,0.00,-7.00,-5.50,-10,720,-10,620,0,0,0,0
-10,0,180,1135,955,0,999,0,8,5.00,-5.00,-4.00,0.00,-7.00,-6.83,-10,250,-10,720,0,0,0,0
-10,0,535,930,395,0,840,1,9,5.00,0.00,0.00,0.00,-7.00,-8.17,-10,955,-10,250,0,0,0,0
-10,0,55,675,620,1,565,0,10,2.00,0.00,0.00,-2.50,-9.00,-10.17,-10,395,-10,955,0,0,0,0
-10,0,1295,2095,800,1,620,0,11,2.00,0.00,-1.50,-1.75,-9.00,-12.17,-10,620,-10,395,0,0,0,0
-10,1,1295,2080,785,1,640,0,12,2.00,0.00,-1.25,-1.50,-9.00,-14.17,-10,800,-10,620,0,0,0,0
-10,0,1385,1940,555,1,745,0,13,2.00,0.00,0.00,0.00,-9.00,-16.17,-10,785,-10,800,0,0,0,0
2,0,900,1620,720,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
0,0,900,1665,765,1,720,0,2,2.00,0.00,-0.75,0.00,0.00,-1.00,2,720,0,0,0,0,0,0
-2,0,900,1690,790,1,675,0,3,2.00,0.00,-1.25,-0.75,0.00,-2.00,0,765,2,720,0,0,0,0
-3,0,900,1710,810,1,999,0,4,2.00,0.00,-1.50,0.00,0.00,-3.00,-2,790,0,765,0,0,0,0
-5,0,900,1650,750,1,630,0,5,2.00,0.00,-0.50,-1.50,0.00,-4.50,-3,810,-2,790,0,0,0,0
-2,0,900,1560,660,0,690,0,6,5.00,0.00,0.00,0.00,-1.00,-5.50,-5,750,-3,810,0,0,0,0
0,0,900,1690,790,1,999,1,1,2.00,0.00,-1.25,0.00,-1.00,0.00,-2,660,-5,750,0,0,0,0
-3,0,900,1710,810,1,650,0,2,2.00,0.00,-1.50,-1.25,-1.00,-1.00,0,790,-2,660,0,0,0,0
-4,0,900,1710,810,1,630,0,3,2.00,0.00,-1.50,-1.50,-1.00,-2.00,-3,810,0,790,0,0,0,0
-4,0,900,1620,720,1,630,0,4,2.00,0.00,0.00,-1.50,-1.00,-3.00,-4,810,-3,810,0,0,0,0
-4,0,900,1620,720,1,720,0,5,2.00,0.00,0.00,0.00,-1.00,-4.50,-4,720,-4,810,0,0,0,0
2,0,900,1590,690,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-4,720,-4,720,0,0,0,0
1,0,900,1620,720,1,750,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,690,-4,720,0,0,0,0
2,2,900,1530,630,0,720,0,3,5.00,0.00,0.00,0.00,-1.00,-1.67,1,720,2,690,0,0,0,0
-4,0,900,1620,720,1,810,0,4,2.00,0.00,0.00,0.00,-3.00,-2.67,2,630,1,720,0,0,0,0
0,0,900,1620,720,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,0,0,0,0,0,0,0,0
-1,0,900,1665,765,1,720,0,2,2.00,0.00,-0.75,0.00,-1.33,-1.00,0,720,0,0,0,0,0,0
-3,0,900,1690,790,1,675,0,3,2.00,0.00,-1.25,-0.75,-0.67,-2.00,-1,765,0,720,0,0,0,0
-3,0,900,1710,810,1,999,0,4,2.00,0.00,-1.50,0.00,-0.00,-3.00,-3,790,-1,765,0,0,0,0
-5,0,900,1650,750,1,630,0,5,2.00,0.00,-0.50,-1.50,0.00,-4.50,-3,810,-3,790,0,0,0,0
-4,0,900,1620,720,1,999,0,6,2.00,0.00,0.00,0.00,0.00,-6.00,-5,750,-3,810,0,0,0,0
-6,0,900,1590,690,1,720,0,7,2.00,0.00,0.00,0.00,0.00,-8.00,-4,720,-5,750,0,0,0,0
-9,0,900,1680,780,1,750,0,8,2.00,0.00,-1.00,0.00,0.00,-10.00,-6,690,-4,720,0,0,0,0
-10,0,900,1690,790,1,999,0,9,2.00,0.00,-1.25,0.00,0.00,-12.00,-9,780,-6,690,0,0,0,0
-10,0,900,1710,810,1,650,0,10,2.00,0.00,-1.50,-1.25,0.00,-14.00,-10,790,-9,780,0,0,0,0
-10,0,900,1710,810,1,630,0,11,2.00,0.00,-1.50,-1.50,0.00,-16.00,-10,810,-10,790,0,0,0,0
5,2,900,1530,630,0,999,1,1,5.00,0.00,0.00,0.00,-0.50,0.00,-10,810,-10,810,0,0,0,0
-2,0,900,1635,735,1,810,0,2,2.00,0.00,-0.25,0.00,-2.50,-1.00,5,630,-10,810,0,0,0,0
-2,0,1260,1670,410,1,999,0,5,2.00,0.00,0.00,0.00,0.00,-4.00,0,0,0,0,0,0,0,0
2,0,900,1620,720,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-2,410,0,0,0,0,0,0
0,0,900,1665,765,1,720,0,2,2.00,0.00,-0.75,0.00,0.00,-1.00,2,720,-2,410,0,0,0,0
-2,0,900,1690,790,1,675,0,3,2.00,0.00,-1.25,-0.75,0.00,-2.00,0,765,2,720,0,0,0,0
-3,0,900,1710,810,1,999,0,4,2.00,0.00,-1.50,0.00,0.00,-3.00,-2,790,0,765,0,0,0,0
2,0,900,1590,690,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-3,810,-2,790,0,0,0,0
